Log File Information
Timestamp,20250411_132359
Port,/dev/ttyACM0
Baud Rate,115200

Time(ms) (s),Heading(°) (degrees),WindDir(°),WindSpd(mph),Lat,Lon,Sat,Rudder(°),Sail(°),Status
319696,48.3,4.0,0.0,52.486217,-1.889252,8,45.8,0.0,0.0,OK
320717,48.3,4.0,0.0,52.486229,-1.889265,8,45.0,0.0,0.0,OK
321737,48.3,4.0,0.0,52.486237,-1.889279,8,45.7,0.0,0.0,OK
322760,48.3,4.0,0.0,52.486248,-1.889293,8,45.0,0.0,0.0,OK
323784,48.3,4.0,0.0,52.486256,-1.889306,8,45.7,0.0,0.0,OK
324805,48.3,4.0,0.0,52.486267,-1.889320,8,135.0,0.0,0.0,OK
325840,48.3,4.0,0.0,52.486256,-1.889329,8,135.0,0.0,0.0,OK
326860,48.3,4.0,0.0,52.486244,-1.889338,8,135.0,0.0,0.0,OK
327881,48.3,4.0,0.0,52.486233,-1.889347,8,135.0,0.0,0.0,OK
328903,48.3,4.0,0.0,52.486221,-1.889357,8,135.0,0.0,0.0,OK
329925,48.3,4.0,0.0,52.486210,-1.889366,8,135.0,0.0,0.0,OK
330946,48.3,4.0,0.0,52.486198,-1.889375,8,135.0,0.0,0.0,OK
331971,48.3,4.0,0.0,52.486187,-1.889384,8,135.0,0.0,0.0,OK
332993,48.3,4.0,0.0,52.486176,-1.889393,8,135.0,0.0,0.0,OK
334013,48.3,4.0,0.0,52.486164,-1.889403,8,135.0,0.0,0.0,OK
335035,48.3,4.0,0.0,52.486153,-1.889412,8,135.0,0.0,0.0,OK
336057,48.3,4.0,0.0,52.486141,-1.889421,8,135.0,0.0,0.0,OK
337078,48.3,4.0,0.0,52.486130,-1.889430,8,135.0,0.0,0.0,OK
338100,48.3,4.0,0.0,52.486118,-1.889439,8,135.0,0.0,0.0,OK
339121,48.3,4.0,0.0,52.486107,-1.889449,8,135.0,0.0,0.0,OK
340143,48.3,4.0,0.0,52.486095,-1.889458,8,135.0,0.0,0.0,OK
341168,48.3,4.0,0.0,52.486084,-1.889468,8,135.0,0.0,0.0,OK
342189,48.3,4.0,0.0,52.486073,-1.889477,8,135.0,0.0,0.0,OK
343212,48.3,4.0,0.0,52.486061,-1.889486,8,110.0,0.0,0.0,OK
344248,48.3,4.0,0.0,52.486061,-1.889465,8,109.9,0.0,0.0,OK
345271,48.3,4.0,0.0,52.486061,-1.889445,8,110.1,0.0,0.0,OK
346294,48.3,4.0,0.0,52.486061,-1.889424,8,109.9,0.0,0.0,OK
347318,48.3,4.0,0.0,52.486061,-1.889403,8,110.0,0.0,0.0,OK
348341,48.3,4.0,0.0,52.486061,-1.889382,8,110.0,0.0,0.0,OK
349366,48.3,4.0,0.0,52.486061,-1.889362,8,109.9,0.0,0.0,OK
350390,48.3,4.0,0.0,52.486061,-1.889341,8,109.7,0.0,0.0,OK
351411,48.3,4.0,0.0,52.486061,-1.889320,8,109.6,0.0,0.0,OK
352434,48.3,4.0,0.0,52.486061,-1.889300,8,109.8,0.0,0.0,OK
353469,48.3,4.0,0.0,52.486061,-1.889279,8,109.5,0.0,0.0,OK
354491,48.3,4.0,0.0,52.486061,-1.889258,8,109.6,0.0,0.0,OK
355514,48.3,4.0,0.0,52.486061,-1.889237,8,109.5,0.0,0.0,OK
356537,48.3,4.0,0.0,52.486061,-1.889217,8,109.4,0.0,0.0,OK
357559,48.3,4.0,0.0,52.486061,-1.889196,8,109.0,0.0,0.0,OK
358585,48.3,4.0,0.0,52.486061,-1.889175,8,109.2,0.0,0.0,OK
359609,48.3,4.0,0.0,52.486061,-1.889154,8,109.0,0.0,0.0,OK
360632,48.3,4.0,0.0,52.486061,-1.889134,8,108.4,0.0,0.0,OK
361654,48.3,4.0,0.0,52.486061,-1.889113,8,108.6,0.0,0.0,OK
362689,48.3,4.0,0.0,52.486061,-1.889092,8,108.3,0.0,0.0,OK
363711,46.8,4.0,0.0,52.486061,-1.889072,8,48.0,0.0,0.0,OK
364732,46.8,4.0,0.0,52.486073,-1.889084,8,47.7,0.0,0.0,OK
365754,46.8,4.0,0.0,52.486084,-1.889097,8,47.6,0.0,0.0,OK
366778,46.8,4.0,0.0,52.486095,-1.889110,8,47.7,0.0,0.0,OK
367799,46.8,4.0,0.0,52.486107,-1.889122,8,47.4,0.0,0.0,OK
368821,46.8,4.0,0.0,52.486118,-1.889135,8,47.4,0.0,0.0,OK
369842,46.8,4.0,0.0,52.486130,-1.889148,8,47.1,0.0,0.0,OK
370863,46.8,4.0,0.0,52.486141,-1.889161,8,47.1,0.0,0.0,OK
371897,46.8,4.0,0.0,52.486153,-1.889174,8,47.1,0.0,0.0,OK
372919,46.8,4.0,0.0,52.486164,-1.889187,8,46.7,0.0,0.0,OK
373940,46.8,4.0,0.0,52.486176,-1.889200,8,46.5,0.0,0.0,OK
374962,46.8,4.0,0.0,52.486187,-1.889214,8,46.8,0.0,0.0,OK
375985,46.8,4.0,0.0,52.486198,-1.889227,8,45.9,0.0,0.0,OK
377006,46.8,4.0,0.0,52.486210,-1.889241,8,46.0,0.0,0.0,OK
378029,46.8,4.0,0.0,52.486217,-1.889254,8,46.7,0.0,0.0,OK
379048,46.8,4.0,0.0,52.486229,-1.889268,8,45.8,0.0,0.0,OK
380069,46.8,4.0,0.0,52.486237,-1.889281,8,46.6,0.0,0.0,OK
381091,46.8,4.0,0.0,52.486248,-1.889295,8,46.0,0.0,0.0,OK
382112,46.8,4.0,0.0,52.486256,-1.889308,8,46.8,0.0,0.0,OK
383134,46.8,4.0,0.0,52.486267,-1.889322,8,135.0,0.0,0.0,OK
384156,46.8,4.0,0.0,52.486256,-1.889331,8,135.0,0.0,0.0,OK
385179,46.8,4.0,0.0,52.486244,-1.889340,8,135.0,0.0,0.0,OK
386200,46.8,4.0,0.0,52.486233,-1.889349,8,135.0,0.0,0.0,OK
387222,46.8,4.0,0.0,52.486221,-1.889359,8,135.0,0.0,0.0,OK
388244,46.8,4.0,0.0,52.486210,-1.889368,8,135.0,0.0,0.0,OK
389265,46.8,4.0,0.0,52.486198,-1.889377,8,135.0,0.0,0.0,OK
390299,46.8,4.0,0.0,52.486187,-1.889386,8,135.0,0.0,0.0,OK
391320,46.8,4.0,0.0,52.486176,-1.889396,8,135.0,0.0,0.0,OK
392341,46.8,4.0,0.0,52.486164,-1.889405,8,135.0,0.0,0.0,OK
393367,46.8,4.0,0.0,52.486153,-1.889414,8,135.0,0.0,0.0,OK
394388,46.8,4.0,0.0,52.486141,-1.889423,8,135.0,0.0,0.0,OK
395410,46.8,4.0,0.0,52.486130,-1.889433,8,135.0,0.0,0.0,OK
396432,46.8,4.0,0.0,52.486118,-1.889442,8,135.0,0.0,0.0,OK
397454,46.8,4.0,0.0,52.486107,-1.889451,8,135.0,0.0,0.0,OK
398475,46.8,4.0,0.0,52.486095,-1.889460,8,135.0,0.0,0.0,OK
399497,46.8,4.0,0.0,52.486084,-1.889470,8,135.0,0.0,0.0,OK
400519,46.6,4.0,0.0,52.486073,-1.889479,8,135.0,0.0,0.0,OK
401542,46.5,4.0,0.0,52.486061,-1.889488,8,110.9,0.0,0.0,OK
402569,46.6,4.0,0.0,52.486061,-1.889467,8,110.8,0.0,0.0,OK
403593,46.6,4.0,0.0,52.486061,-1.889446,8,110.9,0.0,0.0,OK
404615,46.5,4.0,0.0,52.486061,-1.889425,8,110.8,0.0,0.0,OK
405640,46.5,4.0,0.0,52.486061,-1.889404,8,110.9,0.0,0.0,OK
406663,46.2,4.0,0.0,52.486061,-1.889383,8,111.0,0.0,0.0,OK
407686,46.2,4.0,0.0,52.486061,-1.889362,8,111.0,0.0,0.0,OK
408709,46.2,4.0,0.0,52.486061,-1.889341,8,110.7,0.0,0.0,OK
409732,46.2,4.0,0.0,52.486061,-1.889320,8,110.7,0.0,0.0,OK
410757,46.2,4.0,0.0,52.486061,-1.889299,8,110.8,0.0,0.0,OK
411781,46.2,4.0,0.0,52.486061,-1.889278,8,110.5,0.0,0.0,OK
412803,46.2,4.0,0.0,52.486061,-1.889257,8,110.7,0.0,0.0,OK
413826,46.2,4.0,0.0,52.486061,-1.889236,8,110.6,0.0,0.0,OK
414849,46.2,4.0,0.0,52.486061,-1.889215,8,110.2,0.0,0.0,OK
415872,46.2,4.0,0.0,52.486061,-1.889194,8,110.4,0.0,0.0,OK
416894,46.2,4.0,0.0,52.486061,-1.889173,8,109.9,0.0,0.0,OK
417917,46.2,4.0,0.0,52.486061,-1.889152,8,110.1,0.0,0.0,OK
418940,46.2,4.0,0.0,52.486061,-1.889131,8,109.9,0.0,0.0,OK
419965,46.2,4.0,0.0,52.486061,-1.889110,8,109.6,0.0,0.0,OK
420989,46.2,4.0,0.0,52.486061,-1.889089,8,109.3,0.0,0.0,OK
422010,46.2,4.0,0.0,52.486061,-1.889068,8,48.1,0.0,0.0,OK
423031,46.2,4.0,0.0,52.486073,-1.889081,8,47.8,0.0,0.0,OK
424054,46.2,4.0,0.0,52.486084,-1.889094,8,47.7,0.0,0.0,OK
425074,46.2,4.0,0.0,52.486095,-1.889107,8,47.9,0.0,0.0,OK
426095,46.2,4.0,0.0,52.486107,-1.889120,8,47.6,0.0,0.0,OK
427117,46.2,4.0,0.0,52.486118,-1.889133,8,47.6,0.0,0.0,OK
428141,46.2,4.0,0.0,52.486130,-1.889146,8,47.3,0.0,0.0,OK
429162,46.2,4.0,0.0,52.486141,-1.889160,8,47.4,0.0,0.0,OK
430184,46.2,4.0,0.0,52.486153,-1.889173,8,47.3,0.0,0.0,OK
431206,46.2,4.0,0.0,52.486164,-1.889186,8,47.1,0.0,0.0,OK
432227,46.2,4.0,0.0,52.486176,-1.889199,8,46.8,0.0,0.0,OK
433248,46.2,4.0,0.0,52.486187,-1.889213,8,47.1,0.0,0.0,OK
12833,14.8,4.0,0.0,52.486488,-1.889420,8,100.0,80.0,0.0,OK
13865,14.8,4.0,0.0,52.486477,-1.889420,8,135.0,0.0,0.0,OK
14900,14.8,4.0,0.0,52.486465,-1.889420,8,135.0,0.0,0.0,OK
15925,14.8,4.0,0.0,52.486454,-1.889420,8,135.0,0.0,0.0,OK
16946,14.8,4.0,0.0,52.486443,-1.889420,8,135.0,0.0,0.0,OK
17969,14.8,4.0,0.0,52.486431,-1.889420,8,135.0,0.0,0.0,OK
18992,14.8,4.0,0.0,52.486420,-1.889420,8,135.0,0.0,0.0,OK
20014,14.8,4.0,0.0,52.486408,-1.889424,8,135.0,0.0,0.0,OK
21049,14.8,4.0,0.0,52.486397,-1.889427,8,135.0,0.0,0.0,OK
22071,14.8,4.0,0.0,52.486385,-1.889431,8,135.0,0.0,0.0,OK
23093,14.8,4.0,0.0,52.486374,-1.889435,8,135.0,0.0,0.0,OK
24116,14.8,4.0,0.0,52.486362,-1.889438,8,135.0,0.0,0.0,OK
25168,14.8,4.0,0.0,52.486351,-1.889442,8,135.0,0.0,0.0,OK
26189,14.8,4.0,0.0,52.486340,-1.889445,8,135.0,0.0,0.0,OK
27225,14.8,4.0,0.0,52.486328,-1.889449,8,135.0,0.0,0.0,OK
28246,14.8,4.0,0.0,52.486317,-1.889453,8,135.0,0.0,0.0,OK
29266,14.2,4.0,0.0,52.486305,-1.889456,8,135.0,0.0,0.0,OK
30289,14.4,4.0,0.0,52.486294,-1.889460,8,135.0,0.0,0.0,OK
31311,14.4,4.0,0.0,52.486282,-1.889463,8,135.0,0.0,0.0,OK
32333,14.4,4.0,0.0,52.486271,-1.889467,8,135.0,0.0,0.0,OK
33358,14.4,4.0,0.0,52.486259,-1.889470,8,135.0,0.0,0.0,OK
34381,73.0,4.0,0.0,52.486248,-1.889474,8,135.0,48.0,48.0,OK
35408,89.5,4.0,0.0,52.486237,-1.889477,8,135.0,82.0,82.0,OK
36436,51.6,4.0,0.0,52.486225,-1.889481,8,135.0,12.0,6.0,OK
37459,30.1,4.0,0.0,52.486214,-1.889484,8,135.0,0.0,0.0,OK
38481,31.8,4.0,0.0,52.486202,-1.889488,8,135.0,0.0,0.0,OK
39504,66.5,4.0,0.0,52.486191,-1.889491,8,135.0,30.0,36.0,OK
40531,81.5,4.0,0.0,52.486179,-1.889495,8,135.0,66.0,66.0,OK
41558,45.6,4.0,0.0,52.486168,-1.889498,8,135.0,0.0,0.0,OK
42584,23.8,4.0,0.0,52.486156,-1.889501,8,135.0,0.0,0.0,OK
43607,23.3,4.0,0.0,52.486145,-1.889505,8,135.0,0.0,0.0,OK
44628,23.2,4.0,0.0,52.486134,-1.889508,8,135.0,0.0,0.0,OK
45651,23.2,4.0,0.0,52.486122,-1.889511,8,135.0,0.0,0.0,OK
46674,23.2,4.0,0.0,52.486111,-1.889515,8,135.0,0.0,0.0,OK
47696,23.2,4.0,0.0,52.486099,-1.889518,8,135.0,0.0,0.0,OK
48720,23.2,4.0,0.0,52.486088,-1.889521,8,135.0,0.0,0.0,OK
49742,23.2,4.0,0.0,52.486076,-1.889525,8,124.2,0.0,0.0,OK
50765,23.2,4.0,0.0,52.486076,-1.889504,8,124.2,0.0,0.0,OK
51793,23.2,4.0,0.0,52.486076,-1.889483,8,124.1,0.0,0.0,OK
52816,23.2,4.0,0.0,52.486076,-1.889462,8,124.2,0.0,0.0,OK
53839,23.2,4.0,0.0,52.486076,-1.889442,8,124.3,0.0,0.0,OK
54863,23.2,4.0,0.0,52.486076,-1.889421,8,124.2,0.0,0.0,OK
55886,23.2,4.0,0.0,52.486076,-1.889400,8,124.4,0.0,0.0,OK
56910,23.2,4.0,0.0,52.486076,-1.889379,8,124.5,0.0,0.0,OK
57933,23.2,4.0,0.0,52.486076,-1.889359,8,124.5,0.0,0.0,OK
58956,23.2,4.0,0.0,52.486076,-1.889338,8,124.6,0.0,0.0,OK
59981,23.2,4.0,0.0,52.486076,-1.889317,8,124.4,0.0,0.0,OK
61005,23.2,4.0,0.0,52.486076,-1.889297,8,124.7,0.0,0.0,OK
62028,23.2,4.0,0.0,52.486076,-1.889276,8,124.8,0.0,0.0,OK
63051,23.2,4.0,0.0,52.486076,-1.889255,8,124.9,0.0,0.0,OK
64074,23.2,4.0,0.0,52.486076,-1.889234,8,125.0,0.0,0.0,OK
65096,23.2,4.0,0.0,52.486076,-1.889214,8,124.8,0.0,0.0,OK
66119,23.2,4.0,0.0,52.486076,-1.889193,8,125.3,0.0,0.0,OK
67142,23.2,4.0,0.0,52.486076,-1.889172,8,125.1,0.0,0.0,OK
68164,23.2,4.0,0.0,52.486076,-1.889152,8,125.6,0.0,0.0,OK
69189,23.2,4.0,0.0,52.486076,-1.889131,8,125.8,0.0,0.0,OK
70225,23.2,4.0,0.0,52.486076,-1.889110,8,126.1,0.0,0.0,OK
71248,23.2,4.0,0.0,52.486076,-1.889090,8,126.5,0.0,0.0,OK
72269,23.2,4.0,0.0,52.486076,-1.889069,8,58.6,0.0,0.0,OK
73292,23.2,4.0,0.0,52.486088,-1.889082,8,58.5,0.0,0.0,OK
74312,23.2,4.0,0.0,52.486099,-1.889096,8,58.4,0.0,0.0,OK
75333,23.2,4.0,0.0,52.486111,-1.889109,8,58.4,0.0,0.0,OK
76354,23.2,4.0,0.0,52.486122,-1.889122,8,58.5,0.0,0.0,OK
77375,23.2,4.0,0.0,52.486134,-1.889136,8,58.2,0.0,0.0,OK
78399,23.2,4.0,0.0,52.486145,-1.889149,8,57.9,0.0,0.0,OK
79421,23.2,4.0,0.0,52.486156,-1.889163,8,58.1,0.0,0.0,OK
80442,23.2,4.0,0.0,52.486168,-1.889177,8,57.6,0.0,0.0,OK
81463,23.2,4.0,0.0,52.486179,-1.889191,8,57.4,0.0,0.0,OK
82484,23.2,4.0,0.0,52.486191,-1.889205,8,57.7,0.0,0.0,OK
83504,23.2,4.0,0.0,52.486198,-1.889218,8,57.2,0.0,0.0,OK
84525,23.2,4.0,0.0,52.486206,-1.889233,8,57.7,0.0,0.0,OK
85547,23.2,4.0,0.0,52.486217,-1.889247,8,57.7,0.0,0.0,OK
86567,23.2,4.0,0.0,52.486225,-1.889260,8,57.8,0.0,0.0,OK
87590,23.2,4.0,0.0,52.486237,-1.889274,8,57.7,0.0,0.0,OK
88613,23.2,4.0,0.0,52.486248,-1.889288,8,57.3,0.0,0.0,OK
89634,23.2,4.0,0.0,52.486256,-1.889302,8,58.1,0.0,0.0,OK
90654,23.2,4.0,0.0,52.486267,-1.889316,8,56.2,0.0,0.0,OK
91677,23.2,4.0,0.0,52.486275,-1.889331,8,45.0,0.0,0.0,OK
92697,23.2,4.0,0.0,52.486263,-1.889339,8,45.0,0.0,0.0,OK
93718,23.2,4.0,0.0,52.486252,-1.889348,8,45.0,0.0,0.0,OK
94741,23.2,4.0,0.0,52.486240,-1.889357,8,45.0,0.0,0.0,OK
95765,23.2,4.0,0.0,52.486229,-1.889366,8,45.0,0.0,0.0,OK
96787,23.2,4.0,0.0,52.486217,-1.889374,8,45.0,0.0,0.0,OK
97810,23.2,4.0,0.0,52.486206,-1.889383,8,45.0,0.0,0.0,OK
98832,23.2,4.0,0.0,52.486195,-1.889392,8,45.0,0.0,0.0,OK
4555,23.2,4.0,0.0,52.486389,-1.889420,8,100.0,80.0,0.0,OK
5577,23.2,4.0,0.0,52.486378,-1.889424,8,135.0,0.0,0.0,OK
6598,23.2,4.0,0.0,52.486366,-1.889428,8,135.0,0.0,0.0,OK
7622,23.2,4.0,0.0,52.486355,-1.889432,8,135.0,0.0,0.0,OK
8644,25.4,4.0,0.0,52.486343,-1.889436,8,135.0,0.0,0.0,OK
9672,70.4,4.0,0.0,52.486332,-1.889440,8,135.0,44.0,44.0,OK
10700,53.4,4.0,0.0,52.486320,-1.889443,8,135.0,10.0,10.0,OK
11727,62.7,4.0,0.0,52.486309,-1.889447,8,135.0,28.0,28.0,OK
12768,67.0,4.0,0.0,52.486298,-1.889451,8,135.0,36.0,36.0,OK
13795,54.6,4.0,0.0,52.486286,-1.889455,8,135.0,12.0,12.0,OK
14831,32.8,4.0,0.0,52.486275,-1.889459,8,135.0,0.0,0.0,OK
15854,40.5,4.0,0.0,52.486263,-1.889462,8,135.0,0.0,0.0,OK
16876,8.1,4.0,0.0,52.486252,-1.889466,8,55.0,0.0,0.0,OK
17900,337.4,4.0,0.0,52.486240,-1.889470,8,45.0,0.0,0.0,OK
18925,331.5,4.0,0.0,52.486229,-1.889474,8,45.0,0.0,0.0,OK
19947,331.5,4.0,0.0,52.486217,-1.889477,8,45.0,0.0,0.0,OK
20970,332.4,4.0,0.0,52.486206,-1.889481,8,45.0,0.0,0.0,OK
21993,332.5,4.0,0.0,52.486195,-1.889485,8,45.0,0.0,0.0,OK
23015,332.4,4.0,0.0,52.486183,-1.889489,8,45.0,0.0,0.0,OK
24038,339.2,4.0,0.0,52.486172,-1.889493,8,45.0,0.0,0.0,OK
25060,31.9,4.0,0.0,52.486160,-1.889496,8,135.0,0.0,0.0,OK
26082,42.5,4.0,0.0,52.486149,-1.889500,8,135.0,0.0,0.0,OK
27108,48.6,4.0,0.0,52.486137,-1.889504,8,135.0,0.0,0.0,OK
28134,65.4,4.0,0.0,52.486126,-1.889507,8,135.0,34.0,34.0,OK
29162,75.5,4.0,0.0,52.486115,-1.889511,8,135.0,54.0,54.0,OK
30189,76.4,4.0,0.0,52.486103,-1.889514,8,135.0,56.0,56.0,OK
31216,69.1,4.0,0.0,52.486092,-1.889518,8,135.0,42.0,42.0,OK
32241,24.5,4.0,0.0,52.486080,-1.889521,8,135.0,0.0,0.0,OK
33270,15.4,4.0,0.0,52.486069,-1.889525,8,127.3,0.0,0.0,OK
34307,13.5,4.0,0.0,52.486069,-1.889504,8,128.3,0.0,0.0,OK
35335,13.3,4.0,0.0,52.486069,-1.889483,8,128.2,0.0,0.0,OK
36358,13.1,4.0,0.0,52.486069,-1.889463,8,128.3,0.0,0.0,OK
37386,13.1,4.0,0.0,52.486069,-1.889442,8,128.5,0.0,0.0,OK
38415,13.1,4.0,0.0,52.486069,-1.889421,8,128.3,0.0,0.0,OK
39455,13.1,4.0,0.0,52.486069,-1.889401,8,128.5,0.0,0.0,OK
40480,13.1,4.0,0.0,52.486069,-1.889380,8,128.5,0.0,0.0,OK
41504,13.1,4.0,0.0,52.486069,-1.889360,8,128.5,0.0,0.0,OK
42535,13.1,4.0,0.0,52.486069,-1.889339,8,128.3,0.0,0.0,OK
43555,13.1,4.0,0.0,52.486069,-1.889319,8,128.2,0.0,0.0,OK
44581,13.1,4.0,0.0,52.486069,-1.889298,8,128.5,0.0,0.0,OK
45616,13.1,4.0,0.0,52.486069,-1.889277,8,128.2,0.0,0.0,OK
46642,13.1,4.0,0.0,52.486069,-1.889256,8,128.5,0.0,0.0,OK
47679,13.1,4.0,0.0,52.486069,-1.889236,8,128.5,0.0,0.0,OK
48703,13.1,4.0,0.0,52.486069,-1.889215,8,128.5,0.0,0.0,OK
49722,13.1,4.0,0.0,52.486069,-1.889195,8,128.1,0.0,0.0,OK
50748,13.1,4.0,0.0,52.486069,-1.889174,8,128.5,0.0,0.0,OK
51772,13.2,4.0,0.0,52.486069,-1.889154,8,128.4,0.0,0.0,OK
52796,13.1,4.0,0.0,52.486069,-1.889133,8,128.5,0.0,0.0,OK
53825,13.1,4.0,0.0,52.486069,-1.889112,8,128.5,0.0,0.0,OK
54848,13.1,4.0,0.0,52.486069,-1.889092,8,128.5,0.0,0.0,OK
55869,13.1,4.0,0.0,52.486069,-1.889071,8,64.3,0.0,0.0,OK
56892,13.1,4.0,0.0,52.486080,-1.889084,8,64.2,0.0,0.0,OK
57913,13.1,4.0,0.0,52.486092,-1.889097,8,64.1,0.0,0.0,OK
58934,13.1,4.0,0.0,52.486103,-1.889110,8,64.0,0.0,0.0,OK
59956,13.1,4.0,0.0,52.486115,-1.889124,8,63.7,0.0,0.0,OK
60977,13.2,4.0,0.0,52.486126,-1.889137,8,63.8,0.0,0.0,OK
61997,13.2,4.0,0.0,52.486137,-1.889150,8,63.4,0.0,0.0,OK
63022,13.2,4.0,0.0,52.486149,-1.889164,8,63.3,0.0,0.0,OK
64044,13.2,4.0,0.0,52.486160,-1.889177,8,63.5,0.0,0.0,OK
65063,13.2,4.0,0.0,52.486172,-1.889191,8,63.2,0.0,0.0,OK
66085,13.2,4.0,0.0,52.486183,-1.889204,8,63.1,0.0,0.0,OK
67106,13.2,4.0,0.0,52.486195,-1.889218,8,63.3,0.0,0.0,OK
68126,13.2,4.0,0.0,52.486206,-1.889231,8,62.6,0.0,0.0,OK
69149,13.2,4.0,0.0,52.486217,-1.889246,8,62.6,0.0,0.0,OK
70171,13.2,4.0,0.0,52.486225,-1.889259,8,62.7,0.0,0.0,OK
71192,13.2,4.0,0.0,52.486237,-1.889273,8,62.6,0.0,0.0,OK
72217,13.2,4.0,0.0,52.486248,-1.889287,8,62.2,0.0,0.0,OK
73238,13.2,4.0,0.0,52.486256,-1.889301,8,63.0,0.0,0.0,OK
74259,13.2,4.0,0.0,52.486267,-1.889315,8,61.1,0.0,0.0,OK
75293,13.2,4.0,0.0,52.486275,-1.889330,8,45.0,0.0,0.0,OK
76313,13.2,4.0,0.0,52.486263,-1.889339,8,45.0,0.0,0.0,OK
77334,13.2,4.0,0.0,52.486252,-1.889347,8,45.0,0.0,0.0,OK
78368,13.2,4.0,0.0,52.486240,-1.889356,8,45.0,0.0,0.0,OK
79389,13.2,4.0,0.0,52.486229,-1.889365,8,45.0,0.0,0.0,OK
80411,13.2,4.0,0.0,52.486217,-1.889374,8,45.0,0.0,0.0,OK
81437,13.2,4.0,0.0,52.486206,-1.889383,8,45.0,0.0,0.0,OK
82458,13.2,4.0,0.0,52.486195,-1.889391,8,45.0,0.0,0.0,OK
83478,13.2,4.0,0.0,52.486183,-1.889400,8,45.0,0.0,0.0,OK
84500,13.2,4.0,0.0,52.486172,-1.889409,8,45.0,0.0,0.0,OK
85522,13.2,4.0,0.0,52.486160,-1.889417,8,45.0,0.0,0.0,OK
86543,13.2,4.0,0.0,52.486149,-1.889426,8,45.0,0.0,0.0,OK
87566,13.2,4.0,0.0,52.486137,-1.889435,8,45.0,0.0,0.0,OK
88586,13.2,4.0,0.0,52.486126,-1.889444,8,45.0,0.0,0.0,OK
89608,13.2,4.0,0.0,52.486115,-1.889452,8,45.0,0.0,0.0,OK
90646,13.2,4.0,0.0,52.486103,-1.889461,8,45.0,0.0,0.0,OK
91667,13.2,4.0,0.0,52.486092,-1.889470,8,45.0,0.0,0.0,OK
92688,13.2,4.0,0.0,52.486080,-1.889478,8,45.0,0.0,0.0,OK
93708,13.2,4.0,0.0,52.486069,-1.889487,8,128.3,0.0,0.0,OK
94727,13.2,4.0,0.0,52.486069,-1.889467,8,128.2,0.0,0.0,OK
95752,13.2,4.0,0.0,52.486069,-1.889446,8,128.4,0.0,0.0,OK
96772,13.2,4.0,0.0,52.486069,-1.889424,8,128.2,0.0,0.0,OK
97796,13.2,4.0,0.0,52.486069,-1.889404,8,128.4,0.0,0.0,OK
98824,13.2,4.0,0.0,52.486069,-1.889383,8,128.4,0.0,0.0,OK
99848,13.2,4.0,0.0,52.486069,-1.889361,8,128.4,0.0,0.0,OK
100868,13.2,4.0,0.0,52.486069,-1.889341,8,128.2,0.0,0.0,OK
101888,13.2,4.0,0.0,52.486069,-1.889320,8,128.2,0.0,0.0,OK
102913,13.2,4.0,0.0,52.486069,-1.889298,8,128.4,0.0,0.0,OK
103932,13.2,4.0,0.0,52.486069,-1.889278,8,128.2,0.0,0.0,OK
104957,13.2,4.0,0.0,52.486069,-1.889257,8,128.4,0.0,0.0,OK
105981,13.2,4.0,0.0,52.486069,-1.889235,8,128.4,0.0,0.0,OK
107002,13.2,4.0,0.0,52.486069,-1.889215,8,128.1,0.0,0.0,OK
108029,13.2,4.0,0.0,52.486069,-1.889194,8,128.4,0.0,0.0,OK
109050,13.2,4.0,0.0,52.486069,-1.889172,8,128.1,0.0,0.0,OK
110075,13.2,4.0,0.0,52.486069,-1.889151,8,128.4,0.0,0.0,OK
111099,13.2,4.0,0.0,52.486069,-1.889130,8,128.4,0.0,0.0,OK
112124,13.2,4.0,0.0,52.486069,-1.889109,8,128.4,0.0,0.0,OK
113147,13.2,4.0,0.0,52.486069,-1.889088,8,128.4,0.0,0.0,OK
114169,13.2,4.0,0.0,52.486069,-1.889067,8,64.1,0.0,0.0,OK
115191,13.2,4.0,0.0,52.486080,-1.889081,8,64.0,0.0,0.0,OK
116214,13.2,4.0,0.0,52.486092,-1.889094,8,63.9,0.0,0.0,OK
117231,13.2,4.0,0.0,52.486103,-1.889107,8,63.8,0.0,0.0,OK
118253,13.2,4.0,0.0,52.486115,-1.889120,8,63.5,0.0,0.0,OK
119273,13.2,4.0,0.0,52.486126,-1.889133,8,63.6,0.0,0.0,OK
120294,13.2,4.0,0.0,52.486137,-1.889147,8,63.3,0.0,0.0,OK
121316,13.2,4.0,0.0,52.486149,-1.889161,8,63.1,0.0,0.0,OK
122338,13.2,4.0,0.0,52.486160,-1.889174,8,63.3,0.0,0.0,OK
123359,13.2,4.0,0.0,52.486172,-1.889187,8,63.0,0.0,0.0,OK
124381,13.2,4.0,0.0,52.486183,-1.889201,8,62.9,0.0,0.0,OK
125404,13.2,4.0,0.0,52.486195,-1.889215,8,63.0,0.0,0.0,OK
126425,13.2,4.0,0.0,52.486206,-1.889229,8,62.4,0.0,0.0,OK
127447,13.2,4.0,0.0,52.486217,-1.889243,8,62.4,0.0,0.0,OK
128467,13.2,4.0,0.0,52.486225,-1.889257,8,62.5,0.0,0.0,OK
129489,13.2,4.0,0.0,52.486233,-1.889271,8,62.4,0.0,0.0,OK
130511,13.2,4.0,0.0,52.486244,-1.889285,8,62.5,0.0,0.0,OK
131532,13.2,4.0,0.0,52.486252,-1.889299,8,62.9,0.0,0.0,OK
132553,13.2,4.0,0.0,52.486263,-1.889312,8,62.2,0.0,0.0,OK
