Log File Information
Timestamp,20250411_132359
Port,/dev/ttyACM0
Baud Rate,115200

Time(ms) (s),Heading(°) (degrees),WindDir(°),WindSpd(mph),Lat,Lon,Sat,Rudder(°),Sail(°),Status
356833,49.4,4.0,0.0,52.486252,-1.889298,8,45.0,2.0,OK
357857,49.4,4.0,0.0,52.486263,-1.889312,8,45.0,2.0,OK
358883,49.4,4.0,0.0,52.486275,-1.889326,8,135.0,2.0,OK
359908,49.4,4.0,0.0,52.486263,-1.889335,8,135.0,2.0,OK
360933,49.4,4.0,0.0,52.486252,-1.889344,8,135.0,2.0,OK
361959,49.4,4.0,0.0,52.486240,-1.889353,8,135.0,2.0,OK
362984,49.4,4.0,0.0,52.486229,-1.889362,8,135.0,2.0,OK
364010,49.4,4.0,0.0,52.486217,-1.889371,8,135.0,2.0,OK
365037,49.4,4.0,0.0,52.486206,-1.889380,8,135.0,2.0,OK
366065,49.4,4.0,0.0,52.486195,-1.889388,8,135.0,2.0,OK
367090,49.4,4.0,0.0,52.486183,-1.889397,8,135.0,2.0,OK
368116,49.4,4.0,0.0,52.486172,-1.889406,8,135.0,2.0,OK
369141,49.4,4.0,0.0,52.486160,-1.889415,8,135.0,2.0,OK
370167,49.4,4.0,0.0,52.486149,-1.889424,8,135.0,2.0,OK
371194,49.4,4.0,0.0,52.486137,-1.889433,8,135.0,2.0,OK
372218,49.4,4.0,0.0,52.486126,-1.889442,8,135.0,2.0,OK
373243,49.4,4.0,0.0,52.486115,-1.889451,8,135.0,2.0,OK
374270,49.4,4.0,0.0,52.486103,-1.889460,8,135.0,2.0,OK
375301,49.4,4.0,0.0,52.486092,-1.889468,8,135.0,2.0,OK
376327,49.4,4.0,0.0,52.486080,-1.889477,8,135.0,2.0,OK
377353,49.4,4.0,0.0,52.486069,-1.889486,8,135.0,2.0,OK
378380,49.4,4.0,0.0,52.486057,-1.889495,8,109.3,2.0,OK
379408,49.4,4.0,0.0,52.486057,-1.889474,8,109.3,2.0,OK
380435,49.4,4.0,0.0,52.486057,-1.889452,8,109.1,2.0,OK
381462,49.4,4.0,0.0,52.486057,-1.889432,8,109.2,2.0,OK
382505,49.4,4.0,0.0,52.486057,-1.889390,8,108.9,2.0,OK
12640,49.4,4.0,0.0,52.486488,-1.889420,8,100.0,80.0,2.0,OK
13667,49.4,4.0,0.0,52.486477,-1.889420,8,135.0,2.0,2.0,OK
14693,49.4,4.0,0.0,52.486465,-1.889420,8,135.0,2.0,2.0,OK
15721,49.4,4.0,0.0,52.486454,-1.889420,8,135.0,2.0,2.0,OK
16747,49.4,4.0,0.0,52.486443,-1.889420,8,135.0,2.0,2.0,OK
17773,49.4,4.0,0.0,52.486431,-1.889420,8,135.0,2.0,2.0,OK
18802,49.4,4.0,0.0,52.486420,-1.889420,8,135.0,2.0,2.0,OK
19829,49.4,4.0,0.0,52.486408,-1.889424,8,135.0,2.0,2.0,OK
20856,49.4,4.0,0.0,52.486397,-1.889427,8,135.0,2.0,2.0,OK
21883,49.4,4.0,0.0,52.486385,-1.889431,8,135.0,2.0,2.0,OK
22915,49.4,4.0,0.0,52.486374,-1.889434,8,135.0,2.0,2.0,OK
23942,49.4,4.0,0.0,52.486362,-1.889438,8,135.0,2.0,2.0,OK
24981,49.4,4.0,0.0,52.486351,-1.889442,8,135.0,2.0,2.0,OK
26007,49.4,4.0,0.0,52.486340,-1.889445,8,135.0,2.0,2.0,OK
27033,49.4,4.0,0.0,52.486328,-1.889449,8,135.0,2.0,2.0,OK
28061,49.4,4.0,0.0,52.486317,-1.889452,8,135.0,2.0,2.0,OK
29087,49.4,4.0,0.0,52.486305,-1.889456,8,135.0,2.0,2.0,OK
30114,49.4,4.0,0.0,52.486294,-1.889459,8,135.0,2.0,2.0,OK
31145,49.4,4.0,0.0,52.486282,-1.889463,8,135.0,2.0,2.0,OK
32172,49.4,4.0,0.0,52.486271,-1.889467,8,135.0,2.0,2.0,OK
33200,49.4,4.0,0.0,52.486259,-1.889470,8,135.0,2.0,2.0,OK
34226,49.4,4.0,0.0,52.486248,-1.889473,8,135.0,2.0,2.0,OK
35266,49.4,4.0,0.0,52.486237,-1.889477,8,135.0,2.0,2.0,OK
36293,49.4,4.0,0.0,52.486225,-1.889480,8,135.0,2.0,2.0,OK
37322,49.4,4.0,0.0,52.486214,-1.889484,8,135.0,2.0,2.0,OK
38348,49.4,4.0,0.0,52.486202,-1.889487,8,135.0,2.0,2.0,OK
39376,49.4,4.0,0.0,52.486191,-1.889491,8,135.0,2.0,2.0,OK
40406,49.4,4.0,0.0,52.486179,-1.889494,8,135.0,2.0,2.0,OK
41433,49.4,4.0,0.0,52.486168,-1.889498,8,135.0,2.0,2.0,OK
42461,49.4,4.0,0.0,52.486156,-1.889501,8,135.0,2.0,2.0,OK
43489,49.4,4.0,0.0,52.486145,-1.889504,8,135.0,2.0,2.0,OK
44517,49.4,4.0,0.0,52.486134,-1.889508,8,135.0,2.0,2.0,OK
45543,49.4,4.0,0.0,52.486122,-1.889511,8,135.0,2.0,2.0,OK
46584,49.4,4.0,0.0,52.486111,-1.889514,8,135.0,2.0,2.0,OK
47612,49.4,4.0,0.0,52.486099,-1.889518,8,135.0,2.0,2.0,OK
48638,49.4,4.0,0.0,52.486088,-1.889521,8,135.0,2.0,2.0,OK
49671,49.4,4.0,0.0,52.486076,-1.889524,8,111.1,2.0,2.0,OK
50698,49.4,4.0,0.0,52.486076,-1.889503,8,111.1,2.0,2.0,OK
51740,49.4,4.0,0.0,52.486076,-1.889483,8,111.0,2.0,2.0,OK
52768,49.4,4.0,0.0,52.486076,-1.889462,8,111.1,2.0,2.0,OK
53796,49.4,4.0,0.0,52.486076,-1.889441,8,111.2,2.0,2.0,OK
54825,49.4,4.0,0.0,52.486076,-1.889420,8,111.1,2.0,2.0,OK
55855,49.4,4.0,0.0,52.486076,-1.889399,8,111.3,2.0,2.0,OK
56883,49.4,4.0,0.0,52.486076,-1.889378,8,111.2,2.0,2.0,OK
57915,49.4,4.0,0.0,52.486076,-1.889357,8,111.3,2.0,2.0,OK
58942,49.4,4.0,0.0,52.486076,-1.889336,8,111.5,2.0,2.0,OK
59971,49.4,4.0,0.0,52.486076,-1.889315,8,111.4,2.0,2.0,OK
60999,49.4,4.0,0.0,52.486076,-1.889294,8,111.6,2.0,2.0,OK
62027,49.4,4.0,0.0,52.486076,-1.889273,8,111.7,2.0,2.0,OK
63056,49.4,4.0,0.0,52.486076,-1.889251,8,111.8,2.0,2.0,OK
64083,49.4,4.0,0.0,52.486076,-1.889230,8,111.9,2.0,2.0,OK
65112,49.4,4.0,0.0,52.486076,-1.889209,8,111.8,2.0,2.0,OK
66141,49.4,4.0,0.0,52.486076,-1.889188,8,112.2,2.0,2.0,OK
67171,49.4,4.0,0.0,52.486076,-1.889167,8,112.4,2.0,2.0,OK
68198,49.4,4.0,0.0,52.486076,-1.889146,8,112.6,2.0,2.0,OK
69226,49.4,4.0,0.0,52.486076,-1.889125,8,112.8,2.0,2.0,OK
70254,49.4,4.0,0.0,52.486076,-1.889104,8,112.7,2.0,2.0,OK
71297,49.4,4.0,0.0,52.486076,-1.889062,8,103.5,2.0,2.0,OK
72324,49.4,4.0,0.0,52.486088,-1.889076,8,45.3,2.0,2.0,OK
73350,49.4,4.0,0.0,52.486099,-1.889089,8,45.0,2.0,2.0,OK
74376,49.4,4.0,0.0,52.486107,-1.889102,8,45.2,2.0,2.0,OK
75401,49.4,4.0,0.0,52.486118,-1.889115,8,45.1,2.0,2.0,OK
76429,49.4,4.0,0.0,52.486130,-1.889129,8,45.0,2.0,2.0,OK
77455,49.4,4.0,0.0,52.486137,-1.889142,8,45.0,2.0,2.0,OK
78481,49.4,4.0,0.0,52.486145,-1.889156,8,45.2,2.0,2.0,OK
79508,49.4,4.0,0.0,52.486156,-1.889169,8,45.3,2.0,2.0,OK
80534,49.4,4.0,0.0,52.486168,-1.889182,8,45.0,2.0,2.0,OK
81559,49.4,4.0,0.0,52.486176,-1.889195,8,45.0,2.0,2.0,OK
82585,49.4,4.0,0.0,52.486183,-1.889209,8,45.3,2.0,2.0,OK
83610,49.4,4.0,0.0,52.486195,-1.889222,8,45.3,2.0,2.0,OK
84635,49.4,4.0,0.0,52.486206,-1.889235,8,45.0,2.0,2.0,OK
85665,49.4,4.0,0.0,52.486214,-1.889249,8,45.3,2.0,2.0,OK
86691,49.4,4.0,0.0,52.486225,-1.889262,8,45.0,2.0,2.0,OK
87730,49.4,4.0,0.0,52.486233,-1.889276,8,45.0,2.0,2.0,OK
88755,49.4,4.0,0.0,52.486244,-1.889289,8,45.0,2.0,2.0,OK
89780,49.4,4.0,0.0,52.486252,-1.889303,8,45.3,2.0,2.0,OK
90807,49.4,4.0,0.0,52.486263,-1.889316,8,45.0,2.0,2.0,OK
91832,49.4,4.0,0.0,52.486271,-1.889330,8,135.0,2.0,2.0,OK
92858,49.4,4.0,0.0,52.486259,-1.889338,8,135.0,2.0,2.0,OK
93887,49.4,4.0,0.0,52.486248,-1.889347,8,135.0,2.0,2.0,OK
94913,49.4,4.0,0.0,52.486237,-1.889356,8,135.0,2.0,2.0,OK
95939,49.4,4.0,0.0,52.486225,-1.889364,8,135.0,2.0,2.0,OK
96967,49.4,4.0,0.0,52.486214,-1.889373,8,135.0,2.0,2.0,OK
97993,49.4,4.0,0.0,52.486202,-1.889382,8,135.0,2.0,2.0,OK
99034,49.4,4.0,0.0,52.486191,-1.889391,8,135.0,2.0,2.0,OK
100059,49.4,4.0,0.0,52.486179,-1.889400,8,135.0,2.0,2.0,OK
101085,49.4,4.0,0.0,52.486168,-1.889408,8,135.0,2.0,2.0,OK
102113,49.4,4.0,0.0,52.486156,-1.889417,8,135.0,2.0,2.0,OK
103143,49.4,4.0,0.0,52.486145,-1.889426,8,135.0,2.0,2.0,OK
104170,49.4,4.0,0.0,52.486134,-1.889435,8,135.0,2.0,2.0,OK
105197,49.4,4.0,0.0,52.486122,-1.889444,8,135.0,2.0,2.0,OK
106223,49.4,4.0,0.0,52.486111,-1.889452,8,135.0,2.0,2.0,OK
107250,49.4,4.0,0.0,52.486099,-1.889461,8,135.0,2.0,2.0,OK
108290,49.4,4.0,0.0,52.486088,-1.889470,8,135.0,2.0,2.0,OK
109316,49.4,4.0,0.0,52.486076,-1.889479,8,135.0,2.0,2.0,OK
110357,49.4,4.0,0.0,52.486065,-1.889487,8,110.2,2.0,2.0,OK
111385,49.4,4.0,0.0,52.486065,-1.889467,8,110.1,2.0,2.0,OK
112409,49.4,4.0,0.0,52.486065,-1.889446,8,110.3,2.0,2.0,OK
113438,49.4,4.0,0.0,52.486065,-1.889425,8,110.1,2.0,2.0,OK
114459,49.4,4.0,0.0,52.486065,-1.889404,8,110.3,2.0,2.0,OK
115480,49.4,4.0,0.0,52.486065,-1.889383,8,110.3,2.0,2.0,OK
116502,49.4,4.0,0.0,52.486065,-1.889362,8,110.3,2.0,2.0,OK
117530,49.4,4.0,0.0,52.486065,-1.889341,8,110.1,2.0,2.0,OK
118558,49.4,4.0,0.0,52.486065,-1.889320,8,110.1,2.0,2.0,OK
119580,49.4,4.0,0.0,52.486065,-1.889299,8,110.3,2.0,2.0,OK
120612,49.4,4.0,0.0,52.486065,-1.889278,8,110.1,2.0,2.0,OK
121633,49.4,4.0,0.0,52.486065,-1.889257,8,110.3,2.0,2.0,OK
122655,49.4,4.0,0.0,52.486065,-1.889236,8,110.3,2.0,2.0,OK
123684,49.4,4.0,0.0,52.486065,-1.889215,8,110.0,2.0,2.0,OK
124705,49.4,4.0,0.0,52.486065,-1.889194,8,110.3,2.0,2.0,OK
125735,49.4,4.0,0.0,52.486065,-1.889173,8,110.0,2.0,2.0,OK
126755,49.4,4.0,0.0,52.486065,-1.889152,8,110.3,2.0,2.0,OK
127776,49.4,4.0,0.0,52.486065,-1.889131,8,110.3,2.0,2.0,OK
128798,49.4,4.0,0.0,52.486065,-1.889109,8,110.3,2.0,2.0,OK
129822,49.4,4.0,0.0,52.486065,-1.889089,8,110.3,2.0,2.0,OK
130848,49.4,4.0,0.0,52.486065,-1.889068,8,46.0,2.0,2.0,OK
131875,49.4,4.0,0.0,52.486076,-1.889081,8,46.0,2.0,2.0,OK
132903,49.4,4.0,0.0,52.486088,-1.889094,8,45.9,2.0,2.0,OK
133929,49.4,4.0,0.0,52.486099,-1.889107,8,45.9,2.0,2.0,OK
134957,49.4,4.0,0.0,52.486111,-1.889121,8,45.7,2.0,2.0,OK
135982,49.4,4.0,0.0,52.486122,-1.889134,8,45.9,2.0,2.0,OK
137008,49.4,4.0,0.0,52.486134,-1.889147,8,45.7,2.0,2.0,OK
138038,49.4,4.0,0.0,52.486145,-1.889161,8,45.4,2.0,2.0,OK
139064,49.4,4.0,0.0,52.486156,-1.889174,8,45.6,2.0,2.0,OK
140089,49.4,4.0,0.0,52.486168,-1.889187,8,45.2,2.0,2.0,OK
141116,49.4,4.0,0.0,52.486179,-1.889201,8,45.0,2.0,2.0,OK
142141,49.4,4.0,0.0,52.486191,-1.889215,8,45.4,2.0,2.0,OK
143165,49.4,4.0,0.0,52.486202,-1.889228,8,45.0,2.0,2.0,OK
144192,49.4,4.0,0.0,52.486214,-1.889242,8,45.0,2.0,2.0,OK
145217,49.4,4.0,0.0,52.486221,-1.889256,8,45.0,2.0,2.0,OK
146241,49.4,4.0,0.0,52.486233,-1.889270,8,45.0,2.0,2.0,OK
147271,49.4,4.0,0.0,52.486244,-1.889284,8,45.0,2.0,2.0,OK
148297,49.4,4.0,0.0,52.486252,-1.889298,8,45.0,2.0,2.0,OK
149321,49.4,4.0,0.0,52.486263,-1.889312,8,45.0,2.0,2.0,OK
150349,49.4,4.0,0.0,52.486275,-1.889326,8,135.0,2.0,2.0,OK
151374,49.4,4.0,0.0,52.486263,-1.889335,8,135.0,2.0,2.0,OK
152399,49.4,4.0,0.0,52.486252,-1.889344,8,135.0,2.0,2.0,OK
153426,49.4,4.0,0.0,52.486240,-1.889353,8,135.0,2.0,2.0,OK
154452,49.4,4.0,0.0,52.486229,-1.889362,8,135.0,2.0,2.0,OK
155479,49.4,4.0,0.0,52.486217,-1.889371,8,135.0,2.0,2.0,OK
156503,49.4,4.0,0.0,52.486206,-1.889380,8,135.0,2.0,2.0,OK
157530,49.4,4.0,0.0,52.486195,-1.889389,8,135.0,2.0,2.0,OK
158555,49.4,4.0,0.0,52.486183,-1.889398,8,135.0,2.0,2.0,OK
159582,49.4,4.0,0.0,52.486172,-1.889407,8,135.0,2.0,2.0,OK
160608,49.4,4.0,0.0,52.486160,-1.889415,8,135.0,2.0,2.0,OK
161635,49.4,4.0,0.0,52.486149,-1.889424,8,135.0,2.0,2.0,OK
162662,49.4,4.0,0.0,52.486137,-1.889433,8,135.0,2.0,2.0,OK
163688,49.4,4.0,0.0,52.486126,-1.889442,8,135.0,2.0,2.0,OK
164717,49.4,4.0,0.0,52.486115,-1.889451,8,135.0,2.0,2.0,OK
165745,49.4,4.0,0.0,52.486103,-1.889460,8,135.0,2.0,2.0,OK
166772,49.4,4.0,0.0,52.486092,-1.889468,8,135.0,2.0,2.0,OK
167798,49.4,4.0,0.0,52.486080,-1.889477,8,135.0,2.0,2.0,OK
168826,49.4,4.0,0.0,52.486069,-1.889486,8,135.0,2.0,2.0,OK
169853,49.4,4.0,0.0,52.486057,-1.889495,8,109.2,2.0,2.0,OK
170882,49.4,4.0,0.0,52.486057,-1.889474,8,109.3,2.0,2.0,OK
171911,49.4,4.0,0.0,52.486057,-1.889453,8,109.1,2.0,2.0,OK
172939,49.4,4.0,0.0,52.486057,-1.889432,8,109.2,2.0,2.0,OK
173970,49.4,4.0,0.0,52.486057,-1.889411,8,109.1,2.0,2.0,OK
174999,49.4,4.0,0.0,52.486057,-1.889389,8,108.9,2.0,2.0,OK
176026,49.4,4.0,0.0,52.486057,-1.889368,8,109.0,2.0,2.0,OK
177070,49.4,4.0,0.0,52.486057,-1.889327,8,108.9,2.0,2.0,OK
178098,49.4,4.0,0.0,52.486057,-1.889306,8,108.8,2.0,2.0,OK
179126,49.4,4.0,0.0,52.486057,-1.889285,8,108.7,2.0,2.0,OK
180154,49.4,4.0,0.0,52.486057,-1.889265,8,108.6,2.0,2.0,OK
181182,49.4,4.0,0.0,52.486057,-1.889244,8,108.2,2.0,2.0,OK
182212,49.4,4.0,0.0,52.486057,-1.889224,8,108.4,2.0,2.0,OK
183241,49.4,4.0,0.0,52.486057,-1.889203,8,108.2,2.0,2.0,OK
184268,49.4,4.0,0.0,52.486057,-1.889183,8,108.0,2.0,2.0,OK
185296,49.4,4.0,0.0,52.486057,-1.889162,8,107.8,2.0,2.0,OK
186324,49.4,4.0,0.0,52.486057,-1.889142,8,107.6,2.0,2.0,OK
187353,49.4,4.0,0.0,52.486057,-1.889121,8,107.3,2.0,2.0,OK
188395,49.4,4.0,0.0,52.486057,-1.889101,8,106.5,2.0,2.0,OK
189423,49.4,4.0,0.0,52.486057,-1.889080,8,47.1,2.0,2.0,OK
190462,49.4,4.0,0.0,52.486069,-1.889092,8,47.0,2.0,2.0,OK
191493,49.4,4.0,0.0,52.486080,-1.889104,8,46.9,2.0,2.0,OK
192519,49.4,4.0,0.0,52.486092,-1.889117,8,46.8,2.0,2.0,OK
193546,49.4,4.0,0.0,52.486103,-1.889129,8,46.6,2.0,2.0,OK
194573,49.4,4.0,0.0,52.486115,-1.889142,8,46.5,2.0,2.0,OK
195611,49.4,4.0,0.0,52.486126,-1.889154,8,46.7,2.0,2.0,OK
196637,49.4,4.0,0.0,52.486137,-1.889167,8,46.2,2.0,2.0,OK
197678,49.4,4.0,0.0,52.486149,-1.889179,8,46.1,2.0,2.0,OK
198704,49.4,4.0,0.0,52.486160,-1.889192,8,46.3,2.0,2.0,OK
199733,49.4,4.0,0.0,52.486172,-1.889205,8,46.0,2.0,2.0,OK
200759,49.4,4.0,0.0,52.486183,-1.889218,8,46.1,2.0,2.0,OK
201785,49.4,4.0,0.0,52.486195,-1.889231,8,45.9,2.0,2.0,OK
202811,49.4,4.0,0.0,52.486206,-1.889244,8,45.5,2.0,2.0,OK
203839,49.4,4.0,0.0,52.486217,-1.889257,8,45.4,2.0,2.0,OK
204864,49.4,4.0,0.0,52.486229,-1.889270,8,45.0,2.0,2.0,OK
205903,49.4,4.0,0.0,52.486237,-1.889284,8,45.8,2.0,2.0,OK
206929,49.4,4.0,0.0,52.486248,-1.889297,8,45.2,2.0,2.0,OK
207955,49.4,4.0,0.0,52.486259,-1.889310,8,45.1,2.0,2.0,OK
208987,49.4,4.0,0.0,52.486271,-1.889323,8,135.0,2.0,2.0,OK
210012,49.4,4.0,0.0,52.486259,-1.889332,8,135.0,2.0,2.0,OK
211050,49.4,4.0,0.0,52.486248,-1.889341,8,135.0,2.0,2.0,OK
212076,49.4,4.0,0.0,52.486237,-1.889350,8,135.0,2.0,2.0,OK
213102,49.4,4.0,0.0,52.486225,-1.889359,8,135.0,2.0,2.0,OK
214129,49.4,4.0,0.0,52.486214,-1.889368,8,135.0,2.0,2.0,OK
215155,49.4,4.0,0.0,52.486202,-1.889377,8,135.0,2.0,2.0,OK
216183,49.4,4.0,0.0,52.486191,-1.889386,8,135.0,2.0,2.0,OK
217208,49.4,4.0,0.0,52.486179,-1.889395,8,135.0,2.0,2.0,OK
218246,49.4,4.0,0.0,52.486168,-1.889404,8,135.0,2.0,2.0,OK
219273,49.4,4.0,0.0,52.486156,-1.889414,8,135.0,2.0,2.0,OK
220299,49.4,4.0,0.0,52.486145,-1.889423,8,135.0,2.0,2.0,OK
221325,49.4,4.0,0.0,52.486134,-1.889432,8,135.0,2.0,2.0,OK
222352,49.4,4.0,0.0,52.486122,-1.889441,8,135.0,2.0,2.0,OK
223378,49.4,4.0,0.0,52.486111,-1.889450,8,135.0,2.0,2.0,OK
224405,49.4,4.0,0.0,52.486099,-1.889459,8,135.0,2.0,2.0,OK
225432,49.4,4.0,0.0,52.486088,-1.889468,8,135.0,2.0,2.0,OK
226461,49.4,4.0,0.0,52.486076,-1.889477,8,135.0,2.0,2.0,OK
227489,49.4,4.0,0.0,52.486065,-1.889486,8,110.2,2.0,2.0,OK
228518,49.4,4.0,0.0,52.486065,-1.889465,8,110.1,2.0,2.0,OK
229539,49.4,4.0,0.0,52.486065,-1.889444,8,110.3,2.0,2.0,OK
230567,49.4,4.0,0.0,52.486065,-1.889423,8,110.1,2.0,2.0,OK
231590,49.4,4.0,0.0,52.486065,-1.889402,8,110.3,2.0,2.0,OK
232611,49.4,4.0,0.0,52.486065,-1.889381,8,110.3,2.0,2.0,OK
233631,49.4,4.0,0.0,52.486065,-1.889360,8,110.3,2.0,2.0,OK
234660,49.4,4.0,0.0,52.486065,-1.889339,8,110.1,2.0,2.0,OK
235692,49.4,4.0,0.0,52.486065,-1.889318,8,110.1,2.0,2.0,OK
236712,49.4,4.0,0.0,52.486065,-1.889297,8,110.3,2.0,2.0,OK
237734,49.4,4.0,0.0,52.486065,-1.889276,8,110.3,2.0,2.0,OK
238755,49.4,4.0,0.0,52.486065,-1.889255,8,110.3,2.0,2.0,OK
239775,49.4,4.0,0.0,52.486065,-1.889234,8,110.3,2.0,2.0,OK
240804,49.4,4.0,0.0,52.486065,-1.889213,8,110.0,2.0,2.0,OK
241825,49.4,4.0,0.0,52.486065,-1.889192,8,110.3,2.0,2.0,OK
242855,49.4,4.0,0.0,52.486065,-1.889171,8,110.0,2.0,2.0,OK
243879,49.4,4.0,0.0,52.486065,-1.889150,8,110.3,2.0,2.0,OK
244900,49.4,4.0,0.0,52.486065,-1.889129,8,110.3,2.0,2.0,OK
245921,49.4,4.0,0.0,52.486065,-1.889108,8,110.3,2.0,2.0,OK
246942,49.4,4.0,0.0,52.486065,-1.889087,8,110.3,2.0,2.0,OK
247968,49.4,4.0,0.0,52.486065,-1.889066,8,45.9,2.0,2.0,OK
248994,49.4,4.0,0.0,52.486076,-1.889079,8,45.9,2.0,2.0,OK
250022,49.4,4.0,0.0,52.486088,-1.889092,8,45.9,2.0,2.0,OK
251048,49.4,4.0,0.0,52.486099,-1.889106,8,45.8,2.0,2.0,OK
252073,49.4,4.0,0.0,52.486111,-1.889119,8,45.6,2.0,2.0,OK
253104,49.4,4.0,0.0,52.486122,-1.889132,8,45.8,2.0,2.0,OK
254130,49.4,4.0,0.0,52.486134,-1.889145,8,45.7,2.0,2.0,OK
255155,49.4,4.0,0.0,52.486145,-1.889159,8,45.4,2.0,2.0,OK
256183,49.4,4.0,0.0,52.486156,-1.889173,8,45.5,2.0,2.0,OK
257208,49.4,4.0,0.0,52.486168,-1.889186,8,45.2,2.0,2.0,OK
258234,49.4,4.0,0.0,52.486179,-1.889199,8,45.0,2.0,2.0,OK
259260,49.4,4.0,0.0,52.486191,-1.889213,8,45.2,2.0,2.0,OK
260285,49.4,4.0,0.0,52.486202,-1.889227,8,45.0,2.0,2.0,OK
261313,49.4,4.0,0.0,52.486214,-1.889241,8,45.0,2.0,2.0,OK
262339,49.4,4.0,0.0,52.486225,-1.889255,8,45.0,2.0,2.0,OK
263364,49.4,4.0,0.0,52.486233,-1.889269,8,45.0,2.0,2.0,OK
264389,49.4,4.0,0.0,52.486240,-1.889283,8,45.0,2.0,2.0,OK
265416,49.4,4.0,0.0,52.486252,-1.889297,8,45.0,2.0,2.0,OK
266442,49.4,4.0,0.0,52.486259,-1.889311,8,45.2,2.0,2.0,OK
267468,49.4,4.0,0.0,52.486271,-1.889324,8,135.0,2.0,2.0,OK
268495,49.4,4.0,0.0,52.486259,-1.889333,8,135.0,2.0,2.0,OK
269517,48.3,4.0,0.0,52.486248,-1.889342,8,135.0,0.0,0.0,OK
270541,48.3,4.0,0.0,52.486237,-1.889351,8,135.0,0.0,0.0,OK
271563,48.3,4.0,0.0,52.486225,-1.889361,8,135.0,0.0,0.0,OK
272584,48.3,4.0,0.0,52.486214,-1.889370,8,135.0,0.0,0.0,OK
273605,48.3,4.0,0.0,52.486202,-1.889379,8,135.0,0.0,0.0,OK
274628,48.3,4.0,0.0,52.486191,-1.889388,8,135.0,0.0,0.0,OK
275649,48.3,4.0,0.0,52.486179,-1.889397,8,135.0,0.0,0.0,OK
276670,48.3,4.0,0.0,52.486168,-1.889406,8,135.0,0.0,0.0,OK
277692,48.3,4.0,0.0,52.486156,-1.889415,8,135.0,0.0,0.0,OK
278714,48.3,4.0,0.0,52.486145,-1.889424,8,135.0,0.0,0.0,OK
279739,48.3,4.0,0.0,52.486134,-1.889433,8,135.0,0.0,0.0,OK
280761,48.3,4.0,0.0,52.486122,-1.889442,8,135.0,0.0,0.0,OK
281781,48.3,4.0,0.0,52.486111,-1.889452,8,135.0,0.0,0.0,OK
282804,48.3,4.0,0.0,52.486099,-1.889460,8,135.0,0.0,0.0,OK
283826,48.3,4.0,0.0,52.486088,-1.889470,8,135.0,0.0,0.0,OK
284848,48.3,4.0,0.0,52.486076,-1.889478,8,135.0,0.0,0.0,OK
285870,48.3,4.0,0.0,52.486065,-1.889487,8,110.7,0.0,0.0,OK
286895,48.3,4.0,0.0,52.486065,-1.889466,8,110.7,0.0,0.0,OK
287926,48.3,4.0,0.0,52.486065,-1.889445,8,110.9,0.0,0.0,OK
288949,48.3,4.0,0.0,52.486065,-1.889424,8,110.7,0.0,0.0,OK
289967,48.3,4.0,0.0,52.486065,-1.889403,8,110.9,0.0,0.0,OK
290995,48.3,4.0,0.0,52.486065,-1.889382,8,110.9,0.0,0.0,OK
292022,48.3,4.0,0.0,52.486065,-1.889361,8,110.9,0.0,0.0,OK
293047,48.3,4.0,0.0,52.486065,-1.889340,8,110.7,0.0,0.0,OK
294070,48.3,4.0,0.0,52.486065,-1.889319,8,110.6,0.0,0.0,OK
295098,48.3,4.0,0.0,52.486065,-1.889298,8,110.9,0.0,0.0,OK
296126,48.3,4.0,0.0,52.486065,-1.889277,8,110.9,0.0,0.0,OK
297157,48.3,4.0,0.0,52.486065,-1.889256,8,110.9,0.0,0.0,OK
298185,48.3,4.0,0.0,52.486065,-1.889235,8,110.9,0.0,0.0,OK
299210,48.3,4.0,0.0,52.486065,-1.889213,8,110.6,0.0,0.0,OK
300238,48.3,4.0,0.0,52.486065,-1.889192,8,110.9,0.0,0.0,OK
301262,48.3,4.0,0.0,52.486065,-1.889171,8,110.5,0.0,0.0,OK
302291,48.3,4.0,0.0,52.486065,-1.889150,8,110.9,0.0,0.0,OK
303320,48.3,4.0,0.0,52.486065,-1.889129,8,110.9,0.0,0.0,OK
304363,48.3,4.0,0.0,52.486065,-1.889087,8,110.9,0.0,0.0,OK
305393,48.3,4.0,0.0,52.486065,-1.889067,8,80.9,0.0,0.0,OK
306414,48.3,4.0,0.0,52.486076,-1.889080,8,46.4,0.0,0.0,OK
307437,48.3,4.0,0.0,52.486088,-1.889093,8,46.4,0.0,0.0,OK
308458,48.3,4.0,0.0,52.486099,-1.889106,8,46.4,0.0,0.0,OK
309479,48.3,4.0,0.0,52.486111,-1.889119,8,46.2,0.0,0.0,OK
310501,48.3,4.0,0.0,52.486122,-1.889132,8,46.4,0.0,0.0,OK
311522,48.3,4.0,0.0,52.486134,-1.889145,8,46.2,0.0,0.0,OK
312543,48.3,4.0,0.0,52.486145,-1.889158,8,45.9,0.0,0.0,OK
313566,48.3,4.0,0.0,52.486156,-1.889171,8,46.0,0.0,0.0,OK
314591,48.3,4.0,0.0,52.486168,-1.889184,8,45.7,0.0,0.0,OK
315611,48.3,4.0,0.0,52.486179,-1.889198,8,45.3,0.0,0.0,OK
316633,48.3,4.0,0.0,52.486187,-1.889211,8,45.9,0.0,0.0,OK
317654,48.3,4.0,0.0,52.486198,-1.889225,8,45.0,0.0,0.0,OK
318673,48.3,4.0,0.0,52.486206,-1.889239,8,45.6,0.0,0.0,OK
