Time(ms)(s),Heading(°),WindDir(°),RelWind(°),WindSpd(mph),Lat,Lon,GpsStat,GpsSpeed,GpsCourse,Rudder(°),Sail(°),TargetSail(°),Status,DistanceToTarget(m)
58849,3.2,0.0,356.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,0.0,0.0,OK,0.0
59889,3.2,323.0,319.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,0.0,0.0,OK,0.0
60947,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
61978,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
63013,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
64059,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
65091,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
66158,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
67194,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
68227,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
69262,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
70309,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
71363,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
72399,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
73433,3.4,318.0,314.6,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
74465,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
75502,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
76572,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
77605,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
78639,3.0,318.0,315.0,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,0.0,0.0,OK,0.0
79672,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
80718,3.3,318.0,314.7,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
81777,3.2,318.0,314.8,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
82809,3.2,318.0,314.8,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,2.0,2.0,OK,0.0
83843,3.1,318.0,314.9,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,2.0,2.0,OK,0.0
84886,0.5,317.0,316.5,0.0,52.484046,-1.889295,6,0.0,280.24,45.0,0.0,0.0,OK,0.0
85915,0.6,317.0,316.4,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
86980,0.5,317.0,316.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
88011,0.5,317.0,316.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
89038,0.5,321.0,320.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
90065,0.5,7.0,6.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
91108,0.5,33.0,32.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
92158,0.5,35.0,34.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
93187,0.5,35.0,34.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
94217,0.5,35.0,34.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
95259,0.6,35.0,34.4,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
96287,0.6,35.0,34.4,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
97339,0.6,35.0,34.4,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
98368,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
99396,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
100428,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
101470,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
102521,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
103549,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
104578,0.7,35.0,34.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
105620,0.7,34.0,33.3,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
106651,0.8,32.0,31.2,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
107716,0.8,31.0,30.2,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
108744,0.8,31.0,30.2,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
109772,1.0,30.0,29.0,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
110800,1.9,30.0,28.1,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
111832,1.9,29.0,27.1,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
112880,2.0,29.0,27.0,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
113910,2.0,29.0,27.0,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
114938,2.0,29.0,27.0,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
115980,2.3,29.0,26.7,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
117011,2.3,29.0,26.7,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
118073,2.4,29.0,26.6,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
119102,2.4,305.0,302.6,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,26.0,26.0,OK,0.0
120135,2.3,174.0,171.7,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,180.0,180.0,OK,0.0
121167,2.6,329.0,326.4,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
122199,2.4,336.0,333.6,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
123247,2.5,340.0,337.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
124275,2.5,350.0,347.5,0.0,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
125305,2.5,351.0,348.5,0.48,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
126349,2.5,5.0,2.5,0.48,52.484046,-1.889295,7,0.0,280.24,45.0,0.0,0.0,OK,0.0
127382,2.5,78.0,75.5,0.48,52.484046,-1.889295,7,0.0,280.24,45.0,60.0,60.0,OK,0.0
128448,2.5,93.0,90.5,0.48,52.484046,-1.889295,7,0.0,280.24,45.0,90.0,90.0,OK,0.0
129480,2.5,105.0,102.5,0.48,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
130513,2.5,105.0,102.5,0.96,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
131545,2.5,105.0,102.5,0.96,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
132583,2.5,105.0,102.5,0.96,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
133636,2.5,105.0,102.5,0.96,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
134667,2.5,105.0,102.5,0.96,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
135700,2.5,105.0,102.5,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,114.0,114.0,OK,0.0
136748,3.1,105.0,101.9,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,112.0,112.0,OK,0.0
137783,6.5,106.0,99.5,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,108.0,108.0,OK,0.0
138853,7.1,111.0,103.9,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,116.0,116.0,OK,0.0
139886,9.8,131.0,121.2,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,152.0,152.0,OK,0.0
140919,7.0,132.0,125.0,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,160.0,160.0,OK,0.0
141955,1.0,134.0,133.0,1.92,52.484046,-1.889295,7,0.0,280.24,45.0,176.0,176.0,OK,0.0
