Time(ms)(s),Heading(°),WindDir(°),RelWind(°),WindSpd(mph),Lat,Lon,GpsStat,GpsSpeed,GpsCourse,Rudder(°),Sail(°),TargetSail(°),Status,DistanceToTarget(m)
250550,285.7,65.0,139.3,0.96,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
251585,285.7,72.0,146.3,0.96,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
252643,285.7,99.0,173.3,0.96,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
253667,285.7,118.0,192.3,0.96,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
254702,285.7,131.0,205.3,1.44,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
255736,285.7,149.0,223.3,1.44,52.484046,-1.88932,8,0.0,126.56,135.0,180.0,180.0,OK,0.0
256771,285.7,149.0,223.3,1.44,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
257828,285.7,149.0,223.3,1.44,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
258867,285.7,152.0,226.3,1.44,52.484046,-1.88932,9,0.0,126.56,135.0,178.0,178.0,OK,0.0
259892,285.7,160.0,234.3,2.4,52.484046,-1.88932,9,0.0,126.56,135.0,162.0,162.0,OK,0.0
260917,285.7,156.0,230.3,2.4,52.484046,-1.88932,9,0.0,126.56,135.0,170.0,170.0,OK,0.0
261941,285.7,156.0,230.3,2.4,52.484046,-1.88932,9,0.0,126.56,135.0,170.0,170.0,OK,0.0
263002,285.7,154.0,228.3,2.4,52.484046,-1.88932,9,0.0,126.56,135.0,174.0,174.0,OK,0.0
264030,285.7,128.0,202.3,2.4,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
265065,285.7,130.0,204.3,2.88,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
266100,285.7,131.0,205.3,2.88,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
267134,285.7,131.0,205.3,2.88,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
268191,285.7,131.0,205.3,2.88,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
269232,285.7,131.0,205.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
270268,285.7,131.0,205.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
271301,285.7,132.0,206.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,180.0,180.0,OK,0.0
272338,285.7,167.0,241.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,148.0,148.0,OK,0.0
273385,285.7,167.0,241.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,148.0,148.0,OK,0.0
274413,285.7,168.0,242.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,146.0,146.0,OK,0.0
275441,285.7,168.0,242.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,146.0,146.0,OK,0.0
276480,285.7,163.0,237.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,156.0,156.0,OK,0.0
277517,285.7,169.0,243.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,144.0,144.0,OK,0.0
278576,285.7,166.0,240.3,1.92,52.484046,-1.88932,9,0.0,126.56,135.0,150.0,150.0,OK,0.0
279606,285.7,165.0,239.3,3.84,52.484046,-1.88932,9,0.0,126.56,135.0,152.0,152.0,OK,0.0
280633,285.7,163.0,237.3,3.84,52.484046,-1.88932,9,0.0,126.56,135.0,156.0,156.0,OK,0.0
281671,285.7,161.0,235.3,3.84,52.484046,-1.88932,9,0.0,126.56,135.0,160.0,160.0,OK,0.0
282708,285.7,170.0,244.3,3.84,52.484046,-1.88932,9,0.0,126.56,135.0,142.0,142.0,OK,0.0
283767,285.7,184.0,258.3,3.84,52.484046,-1.88932,9,0.0,126.56,135.0,114.0,114.0,OK,0.0
284796,285.7,180.0,254.3,4.32,52.484046,-1.88932,9,0.0,126.56,135.0,122.0,122.0,OK,0.0
285835,285.7,181.0,255.3,4.32,52.484046,-1.88932,9,0.0,126.56,135.0,120.0,120.0,OK,0.0
286862,285.7,175.0,249.3,4.32,52.484046,-1.88932,9,0.0,126.56,135.0,132.0,132.0,OK,0.0
287887,285.7,173.0,247.3,4.32,52.484046,-1.88932,9,0.0,126.56,135.0,136.0,136.0,OK,0.0
288932,285.7,173.0,247.3,4.32,52.484046,-1.88932,9,0.0,126.56,135.0,136.0,136.0,OK,0.0
289961,285.7,171.0,245.3,5.76,52.484046,-1.88932,8,0.0,126.56,135.0,140.0,140.0,OK,0.0
290988,285.7,169.0,243.3,5.76,52.484046,-1.88932,8,0.0,126.56,135.0,144.0,144.0,OK,0.0
292025,285.6,167.0,241.4,5.76,52.484046,-1.88932,8,0.0,126.56,135.0,148.0,148.0,OK,0.0
293047,285.6,167.0,241.4,5.76,52.484046,-1.88932,8,0.0,126.56,135.0,148.0,148.0,OK,0.0
