Time(ms) (s),Heading(°) (degrees),WindDir(°),RelWind(°),WindSpd(mph),Lat,Lon,Sat,Rudder(°),Sail(°),TargetSail(°),Status
463935,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
464980,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
466025,236.0,0.0,52.483722,-1.889897,7,0.0,25.9,73.0,158.0,158.0,OK
467070,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
468115,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
469160,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
470205,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
471250,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
472295,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
473340,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
474385,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
475430,236.0,0.0,52.483722,-1.889897,8,0.0,25.9,73.0,158.0,158.0,OK
477520,236.0,0.0,52.483722,-1.889897,9,0.0,25.9,45.0,158.0,158.0,OK
478565,236.0,0.0,52.483722,-1.889897,9,0.0,25.9,45.0,158.0,158.0,OK
479610,232.5,0.0,52.483722,-1.889897,9,0.0,25.9,45.0,166.0,166.0,OK
480655,245.6,0.0,52.483722,-1.889897,9,0.0,25.9,45.0,140.0,140.0,OK
481700,237.5,0.0,52.483722,-1.889897,9,0.0,25.9,135.0,150.0,156.0,OK
482745,198.8,0.0,52.483722,-1.889897,9,0.0,25.9,135.0,180.0,180.0,OK
483790,182.0,0.0,52.483722,-1.889897,9,0.0,25.9,135.0,180.0,180.0,OK
484835,176.1,0.0,52.483722,-1.889897,8,0.0,25.9,135.0,180.0,180.0,OK
485880,209.5,0.0,52.483722,-1.889897,8,0.0,25.9,135.0,180.0,180.0,OK
486925,211.0,3.84,52.483722,-1.889897,9,0.0,25.9,135.0,180.0,180.0,OK
